STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,INDICATOR,Indicator,GEO_PICT,Pacific Island Countries and territories,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,INCOME,Income,EDUCATION,Education level,OCCUPATION,Occupation,COMPOSITE_BREAKDOWN,Composite breakdown,DISABILITY,Disability,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,REPORTING_TYPE,Reporting type,NATURE,Nature,DATA_SOURCE,Data source,OBS_STATUS,Observation Status,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",PW,Palau,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_WIND,Type of renewable energy: Wind,_T,No breakdown by disability,2020,,0,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",PW,Palau,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_WIND,Type of renewable energy: Wind,_T,No breakdown by disability,2021,,0,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",PW,Palau,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_WIND,Type of renewable energy: Wind,_T,No breakdown by disability,2022,,0,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_HYDRO,Type of renewable energy: Hydropower,_T,No breakdown by disability,2000,,342.764,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_HYDRO,Type of renewable energy: Hydropower,_T,No breakdown by disability,2001,,345.75,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_HYDRO,Type of renewable energy: Hydropower,_T,No breakdown by disability,2002,,339.129,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_HYDRO,Type of renewable energy: Hydropower,_T,No breakdown by disability,2003,,332.936,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_HYDRO,Type of renewable energy: Hydropower,_T,No breakdown by disability,2004,,327.406,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_HYDRO,Type of renewable energy: Hydropower,_T,No breakdown by disability,2005,,322.684,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_HYDRO,Type of renewable energy: Hydropower,_T,No breakdown by disability,2006,,318.094,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_HYDRO,Type of renewable energy: Hydropower,_T,No breakdown by disability,2007,,313.333,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_HYDRO,Type of renewable energy: Hydropower,_T,No breakdown by disability,2008,,308.74,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_HYDRO,Type of renewable energy: Hydropower,_T,No breakdown by disability,2009,,304.056,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_HYDRO,Type of renewable energy: Hydropower,_T,No breakdown by disability,2010,,298.88,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_HYDRO,Type of renewable energy: Hydropower,_T,No breakdown by disability,2011,,293.406,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_HYDRO,Type of renewable energy: Hydropower,_T,No breakdown by disability,2012,,287.999,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_HYDRO,Type of renewable energy: Hydropower,_T,No breakdown by disability,2013,,282.694,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_HYDRO,Type of renewable energy: Hydropower,_T,No breakdown by disability,2014,,278.261,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_HYDRO,Type of renewable energy: Hydropower,_T,No breakdown by disability,2015,,276.064,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_HYDRO,Type of renewable energy: Hydropower,_T,No breakdown by disability,2016,,275.368,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_7_b_1,"Installed renewable electricity-generating capacity (watts per
            capita)",NC,New Caledonia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,TRE_HYDRO,Type of renewable energy: Hydropower,_T,No breakdown by disability,2017,,274.786,,WPC,Watt per capita,G,Global,E,Estimated,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,,,Year-end value for installed capacity (watts) and mid-year for population,
